title,director,country,release_date,genres,누적관객수,누적매출액,평점
오픈 더 도어,Jang Hang-jun,South Korea,2023-10-25,Mystery,,,7
강다니엘: 마이 퍼레이드,Park Jae-seok,South Korea,2023-08-30,Concert,,,7
2퍼센트,Unknown_Random,South Korea,2023-04-27,Drama,,,9
제비,Unknown_Random,South Korea,2023-04-12,Drama,,,8
홈그라운드,Unknown_Random,South Korea,2023-12-06,Documentary,,,6
스즈메의 문단속,Unknown_Random,Japan,2023-03-08,Animation,5567283.0,57044797267.0,7
피아니스트의 전설,Unknown_Random,Italy,2020-01-01,Drama,,,4
"안녕, 내일 또 만나",Unknown_Random,South Korea,2023-09-13,Drama,,,3
드라이브 마이 카,Hamaguchi Ryusuke,Japan,2021-12-23,Drama,38796.0,366135460.0,7
해피 아워,Hamaguchi Ryusuke,Japan,2021-12-09,Drama,,,7
과외의 목적,Unknown_Random,South Korea,2023-12-07,Drama,,,9
팬티 검사하는 아내의 집착,Unknown_Random,South Korea,2023-12-07,Drama,,,5
매직 프린세스: 얼음 괴물과 사라진 열쇠의 비밀,Unknown_Random,Russia,2023-12-07,Animation,,,7
사랑의 고고학,Unknown_Random,"South Korea, France",2023-04-12,Drama,,,7
수라,Unknown_Random,South Korea,2023-06-21,Documentary,19222.0,172810105.0,8
늑대들,Jeon Kyu-hwan,South Korea,2022-04-27,Action,,,7
엄마의 땅: 그리샤와 숲의 주인,Unknown_Random,South Korea,2023-01-25,Animation,,,6
엔시티 네이션 : 투 더 월드 인 시네마,Oh Yoon-dong,South Korea,2023-12-06,Concert,19906.0,442017500.0,9
신 울트라맨,Unknown_Random,Japan,2023-12-06,Science Fiction,,,3
백남준: 달은 가장 오래된 TV,Unknown_Random,"South Korea, United States",2023-12-06,Documentary,,,9
마에스트로 번스타인,Unknown_Random,United States,2023-12-06,Drama,,,8
뉴클리어 나우,Unknown_Random,United States,2023-12-06,Documentary,,,10
나폴레옹,Ridley Scott,United States,2023-12-06,War,208098.0,2089569868.0,8
여섯 개의 밤,Unknown_Random,South Korea,2023-03-29,Drama,,,2
무경계,Unknown_Random,South Korea,2023-11-30,Documentary,,,3
안녕하세요,Unknown_Random,South Korea,2022-05-25,Drama,16177.0,123435560.0,2
바다로 가자,Unknown_Random,South Korea,2020-06-18,Family,,,9
보호자,Unknown_Random,South Korea,2023-08-15,Action,123511.0,1200062696.0,6
비상선언,Han Jae-rim,South Korea,2022-08-03,Drama,2043887.0,20792013696.0,7
스노우 폭스: 썰매개가 될 거야!,Unknown_Random,United States,2023-11-23,Animation,82804.0,680299446.0,4
명탐정코난: 흑철의 어영,Unknown_Random,Japan,2023-07-20,Animation,796713.0,7654373755.0,10
수운잡방,Unknown_Random,South Korea,2023-12-02,Drama,,,4
동백정원,Unknown_Random,Japan,2023-12-01,Drama,,,6
레슬리에게,Unknown_Random,United States,2023-11-29,Drama,,,7
듄,Unknown_Random,United States,2021-10-20,Science Fiction,1570974.0,17233468470.0,4
스크린골프_옆 방 커플과 스와핑,Unknown_Random,South Korea,2023-11-29,Unknown_Random,,,10
비욘드 라이브 더 무비 - 태민 : 엔.지.디.에이,Unknown_Random,South Korea,2023-11-29,Concert,,,2
은밀한 미용실2,Unknown_Random,South Korea,2023-11-08,Unknown_Random,,,10
물 많은 여자 2,Unknown_Random,South Korea,2023-11-09,Unknown_Random,,,2
젖큰 옆집 누나,Unknown_Random,South Korea,2023-11-15,Unknown_Random,,,7
맛있는 외도:몰래 하는 섹스,Ping Ma,South Korea,2023-10-31,Unknown_Random,,,7
쉽게 넣는 그녀,Asagiri Kiyoshi,Japan,2023-10-18,Unknown_Random,,,7
가랑이 채운 처형,Unknown_Random,Japan,2023-10-18,Unknown_Random,,,5
흑인에게 미친 여친 무삭제판,Lee Sang-soo,South Korea,2023-10-13,Unknown_Random,,,7
출장 도우미,Unknown_Random,South Korea,2023-10-04,Unknown_Random,,,5
귀신이 싼다 무삭제판,Unknown_Random,South Korea,2023-10-04,Unknown_Random,,,7
친구 여친이 내 물건을 만졌다! 무삭제판,Unknown_Random,South Korea,2023-11-10,Unknown_Random,,,10
여직원들 ： 2대2 스와핑,Unknown_Random,South Korea,2023-11-10,Unknown_Random,,,6
사형에 이르는 병,Unknown_Random,Japan,2023-11-29,Unknown_Random,,,5
세이퍼 앳 홈,Unknown_Random,United States,2023-11-30,Crime,,,10
컨트리 카바레,Unknown_Random,France,2023-11-30,Comedy,,,5
데블스 맨: 제1특전단,Unknown_Random,United States,2023-11-23,War,,,2
버텨내고 존재하기,Unknown_Random,South Korea,2023-11-01,Documentary,,,5
이빨요정 비올레타: 요정나라로 돌아갈래!,Unknown_Random,Germany,2023-11-18,Animation,41317.0,347130400.0,3
아워 프렌드,Unknown_Random,United States,2023-11-22,Drama,,,6
마크로스 플러스 -무비 에디션-,Unknown_Random,Japan,2023-11-29,Animation,,,9
녹야,Unknown_Random,Hong Kong,2023-11-01,Drama,,,10
여직원들 ： 직장 연애사 3,Unknown_Random,South Korea,2023-11-25,Unknown_Random,,,7
구멍 속 따뜻한 그녀,Unknown_Random,Japan,2023-11-22,Unknown_Random,,,8
골프치는 여자들_밤마다 굿샷,Unknown_Random,South Korea,2023-11-22,Unknown_Random,,,9
총각파티 ： 은밀한 서비스,Unknown_Random,South Korea,2023-11-18,Unknown_Random,,,2
그림자 고백,Unknown_Random,South Korea,2023-11-25,Drama,,,2
콘돌스 네스트,Unknown_Random,United States,2023-11-16,Action,,,9
비투비 타임 : 비투게더 더 무비,Unknown_Random,South Korea,2023-11-15,Concert,,,8
마루이 비디오,Unknown_Random,South Korea,2023-02-22,Mystery,153522.0,1574142500.0,4
애스터로이드 시티,Wes Anderson,United States,2023-06-28,Drama,29075.0,288009694.0,8
키리에의 노래,Unknown_Random,Japan,2023-11-01,Drama,,,4
키리에의 노래: 디렉터스 컷,Unknown_Random,Japan,2023-11-24,Drama,,,9
비공식작전,Kim Seong-hun,South Korea,2023-08-02,Drama,1041899.0,10034040641.0,7
테일러 스위프트 디 에라스 투어,Unknown_Random,United States,2023-11-03,Concert,13723.0,397500500.0,8
걸스 인 원더랜드 : 벤타엑스 브이알 뮤직시네마 02,Unknown_Random,South Korea,2023-11-03,Unknown_Random,,,7
어게인 5년째 첫날밤,Unknown_Random,South Korea,2023-11-02,Unknown_Random,,,2
타임코드 57,Unknown_Random,United States,2023-11-22,Science Fiction,,,9
본 투 플라이,Unknown_Random,China,2023-11-22,Action,,,9
퀴어 마이 프렌즈,Unknown_Random,South Korea,2023-08-09,Documentary,,,4
너는 내 아들,Unknown_Random,United States,2023-06-28,Drama,,,7
탑건: 매버릭,Joseph Kosinski,United States,2022-06-22,Action,8156312.0,87637459439.0,9
스트리머,Unknown_Random,South Korea,2023-05-10,Horror,,,4
나는 여기에 있다,Unknown_Random,South Korea,2023-04-12,Crime,,,5
서태지 25주년 라이브 타임: 트래블러,Unknown_Random,South Korea,2023-09-06,Concert,,,9
스프린터,Unknown_Random,South Korea,2023-05-24,Drama,,,9
티빙 오리지널 운수 오진 날,Pil Gam-seong,South Korea,2023-11-17,Thriller,,,7
멍뭉이,Unknown_Random,South Korea,2023-03-01,Drama,147610.0,1399656884.0,4
마이 대디,Unknown_Random,Japan,2023-11-16,Drama,,,6
잔고: 분노의 적자,Unknown_Random,South Korea,2023-09-13,Western,,,6
헝거게임: 노래하는 새와 뱀의 발라드,Unknown_Random,United States,2023-11-15,Action,168880.0,1662938003.0,5
프레디의 피자가게,Unknown_Random,United States,2023-11-15,Horror,709645.0,6934650101.0,10
여귀교- 저주를 부르는 게임,Unknown_Random,Taiwan,2023-11-15,Horror,,,6
세일즈걸,Unknown_Random,Unknown_Random,2023-11-15,Drama,,,8
브루스 윌리스의 라스트 미션: 데이 투 다이,Unknown_Random,Canada,2023-11-15,Action,,,4
더 챔피언,Unknown_Random,United Kingdom,2023-11-15,Action,,,9
더 와일드: 야수들의 전쟁,Unknown_Random,South Korea,2023-11-15,Action,,,2
금의 나라 물의 나라,Unknown_Random,Japan,2023-11-15,Animation,,,10
다이브: 100 피트 추락,Unknown_Random,Germany,2023-11-08,Thriller,,,2
이니셰린의 밴시,Unknown_Random,United States,2023-03-15,Drama,,,7
백지영 콘서트 인 시네마,Jo Yoon-soo,South Korea,2023-11-10,Concert,,,7
톡 투 미,"Unknown_Random, Unknown_Random","Australia, United Kingdom",2023-11-01,Horror,173374.0,1661107262.0,7
더 마블스,Unknown_Random,United States,2023-11-08,Action,678697.0,6739449809.0,9
거미줄 (악어와 악어새),Kim Moon-ok,South Korea,2023-07-06,Drama,,,7
마인드 유니버스,Unknown_Random,South Korea,2023-09-20,Science Fiction,,,9
범죄도시3,Lee Sang-yong,South Korea,2023-05-31,Crime,10673784.0,104614006978.0,7
마이 샤이니 월드,Unknown_Random,South Korea,2023-11-03,Concert,,,6
앵그리 애니,Unknown_Random,France,2023-11-01,Drama,,,5
시뮬런트,Unknown_Random,United States,2023-11-02,Science Fiction,,,9
붉은 장미의 추억,Unknown_Random,South Korea,2023-11-02,Drama,,,8
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,Unknown_Random,Japan,2023-10-19,Animation,,,7
퀵샌드,Unknown_Random,United States,2023-11-01,Thriller,,,8
원 모어 찬스,Unknown_Random,China,2023-11-01,Drama,,,9
우당탕탕 경찰 음악대,Unknown_Random,Japan,2023-11-01,Unknown_Random,,,10
바비 IMAX,Unknown_Random,United States,2023-11-01,Drama,,,3
씰벤져스 : 용감한 바다특공대,"Unknown_Random, Unknown_Random",United States,2023-09-27,Animation,,,7
시수,Unknown_Random,Unknown,2023-10-25,Unknown_Random,,,3
"람빅, 시간과 열정의 맥주",Unknown_Random,Spain,2023-10-11,Documentary,,,7
킹 오브 뉴욕,Unknown_Random,"United States, Italy",2023-09-27,Action,,,7
달리랜드,Unknown_Random,United Kingdom,2023-10-18,Comedy,,,4
마브카 : 숲의 노래,Unknown_Random,"Ukraine, United States",2023-10-18,Animation,,,7
빌리와 용감한 녀석들: 황금 달걀 구조대,"Unknown_Random, Unknown_Random",Mexico,2023-10-26,Animation,,,7
비더원: 비퍼스트 더 무비,"Oh Yoon-dong, Kim Ha-min",South Korea,2023-10-11,Unknown,,,7
킹 오브 킬러스,Unknown_Random,United States,2023-10-12,Action,,,6
팟 제너레이션,Unknown_Random,Unknown,2023-10-03,Unknown_Random,,,9
더 킬러,Unknown_Random,United States,2023-10-25,Thriller,,,6
사나: 저주의 아이,Unknown_Random,Japan,2023-10-04,Horror,66691.0,657606000.0,4
플라워 킬링 문,Unknown_Random,United States,2023-10-19,Crime,161754.0,1529850989.0,7
모딜리아니,Unknown_Random,"United States, France, Germany, Italy, Romania, United Kingdom",2023-10-19,Drama,,,4
더 도터,Unknown_Random,Spain,2023-10-19,Thriller,,,9
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,Unknown_Random,Japan,2023-10-19,Animation,,,3
익스펜더블 4,Unknown_Random,United States,2023-10-18,Action,50222.0,484594060.0,3
엑소시스트: 믿는 자,Unknown_Random,United States,2023-10-18,Horror,78260.0,808544882.0,3
바람 따라 만나리 : 김호중의 계절,Oh Yoon-dong,South Korea,2023-10-18,Concert,39295.0,906717500.0,10
이누부!,Unknown_Random,Japan,2023-10-16,Unknown_Random,,,8
만강홍: 사라진 밀서,Zhang Yimou,China,2023-10-11,Mystery,,,8
나의 행복한 결혼,Unknown_Random,Japan,2023-10-11,Fantasy,,,6
바빌론,Unknown_Random,United States,2023-02-01,Drama,187122.0,1876545604.0,7
에브리씽 에브리웨어 올 앳 원스,"Unknown_Random, Unknown_Random",United States,2022-10-12,Action,343111.0,3665584771.0,7
퍼피 구조대: 더 마이티 무비,Unknown_Random,United States,2023-10-06,Animation,114678.0,1074575056.0,2
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,Unknown_Random,Japan,2023-09-28,Animation,120951.0,1102009160.0,4
스크래퍼,Unknown_Random,United Kingdom,2023-09-27,Unknown_Random,,,9
크리에이터,Gareth Edwards,United States,2023-10-03,Science Fiction,249169.0,2647836950.0,7
드림쏭2,Unknown_Random,United States,2023-10-03,Animation,,,5
당나귀 EO,Unknown_Random,"Poland, United Kingdom, Italy",2023-10-03,Drama,,,2
키네마의 신,Unknown_Random,Japan,2023-10-01,Drama,,,9
어파이어,Christian Petzold,Germany,2023-09-13,Drama,,,7
여덟 개의 산,Unknown_Random,Italy,2023-09-20,Drama,,,9
너의 시선이 머무는 곳에,Unknown_Random,South Korea,2023-09-06,Drama,,,4
타겟,Park Hee-gon,South Korea,2023-08-30,Thriller,415063.0,3917755690.0,7
"여름을 향한 터널, 이별의 출구",Unknown_Random,Japan,2023-09-14,Animation,61902.0,636858000.0,7
가문의 영광: 리턴즈,"Unknown_Random, Unknown_Random",South Korea,2023-09-21,Comedy,156442.0,1504198215.0,7
플로라 앤 썬,Unknown_Random,United States,2023-09-22,Drama,,,2
킴스 비디오,Unknown_Random,"United States, France, United Kingdom",2023-09-27,Documentary,,,6
오펜하이머,Unknown_Random,United States,2023-08-15,Thriller,3208000.0,34106908972.0,7
더 넌 2,Unknown_Random,United States,2023-09-27,Horror,350450.0,3646521705.0,7
검은 상복의 모녀,Unknown_Random,South Korea,2023-09-27,Unknown_Random,,,3
피닉스 미션,Unknown_Random,United States,2023-09-27,War,,,10
남자전용 미용실,Unknown_Random,South Korea,2023-09-20,Unknown_Random,,,8
그래픽 디자이어,Unknown_Random,United Kingdom,2023-09-18,Unknown_Random,,,8
80일간의 세계일주,Unknown_Random,France,2023-09-27,Animation,,,2
지옥갱,Unknown_Random,United States,2023-09-14,War,,,8
론 서바이버 : 아이 엠 리벤지,Unknown_Random,United States,2023-09-14,Action,,,10
사먹는 세자매,Unknown_Random,South Korea,2023-09-07,Unknown_Random,,,3
닌자터틀: 뮤턴트 대소동,Unknown_Random,United States,2023-09-14,Animation,50872.0,467263781.0,10
블랙 데몬,Unknown_Random,United States,2023-09-05,Thriller,,,3
번개맨: 더 비기닝,"Unknown_Random, Unknown_Random",South Korea,2023-09-20,Animation,,,7
태어나길 잘했어,Unknown_Random,South Korea,2022-04-14,Drama,,,6
커밍 홈 어게인,Unknown_Random,United States,2023-09-20,Drama,,,8
이터널 메모리,Unknown_Random,Unknown_Random,2023-09-20,Documentary,,,8
런닝맨: 리벤져스,Unknown_Random,South Korea,2023-08-10,Animation,,,5
미나리,Unknown_Random,United States,2021-03-03,Drama,1125428.0,10150199230.0,2
말이야 바른 말이지,"Unknown_Random, Unknown_Random, Unknown_Random, Unknown_Random, Unknown_Random, Unknown_Random",South Korea,2023-05-17,Comedy,,,7
작전명씨울프,Unknown_Random,United States,2023-09-21,Drama,,,6
아르고 원정대: 꼬마 영웅 패티의 대모험,"Unknown_Random, Unknown_Random",France,2023-09-21,Animation,64267.0,582451488.0,7
물안에서,Hong Sang-soo,South Korea,2023-04-12,Drama,,,8
베니스 유령 살인사건,Unknown_Random,United States,2023-09-13,Crime,191470.0,1873525229.0,6
그란 투리스모,Unknown_Random,United States,2023-09-20,Action,105058.0,1051631783.0,9
칸다하,Unknown_Random,United States,2023-09-20,Thriller,,,7
더 리프: 언더 워터,Unknown_Random,Australia,2023-09-20,Thriller,,,8
노크: 더 하우스,Unknown_Random,United States,2023-09-20,Horror,,,4
나의 그리스식 웨딩 3,Unknown_Random,United States,2023-09-20,Comedy,,,3
경미의 세계,Unknown_Random,South Korea,2023-09-20,Drama,,,7
힙노틱,Unknown_Random,United States,2023-09-20,Science Fiction,,,10
료마! 테니스의 왕자: 디사이드,Unknown_Random,Japan,2023-09-16,Animation,,,10
노트르담 온 파이어,Unknown_Random,France,2023-06-29,Drama,,,10
책 종이 가위,Unknown_Random,Japan,2023-09-13,Documentary,,,7
아이유 콘서트 : 더 골든 아워,Unknown_Random,South Korea,2023-09-13,Concert,66926.0,1573553500.0,7
뮤직 샤펠,Unknown_Random,Belgium,2023-09-13,Drama,,,9
리벤지 나이트,Unknown_Random,United States,2023-09-13,Action,,,7
일주일간 친구,Unknown_Random,China,2023-09-06,Drama,,,6
물꽃의 전설,Unknown_Random,South Korea,2023-08-30,Documentary,,,6
새로운 시대: 악의 도시,Unknown_Random,Unknown,2023-02-02,Crime,,,3
한 남자,Unknown_Random,Japan,2023-08-30,Crime,,,9
몸값part.2,Unknown_Random,South Korea,2023-07-05,Thriller,,,3
몸값part.1,Unknown_Random,South Korea,2023-07-05,Thriller,,,10
이노센트,Unknown_Random,Norway,2023-09-06,Horror,,,7
어느 멋진 아침,Unknown_Random,France,2023-09-06,Drama,,,8
생츄어리: 마법의 소원나무,Unknown_Random,Australia,2023-09-06,Animation,,,2
극장판 사사키와 미야노 - 졸업편,Unknown_Random,Japan,2023-09-06,Animation,,,9
206: 사라지지 않는,Unknown_Random,South Korea,2023-06-21,Documentary,,,7
식운,Unknown_Random,Japan,2023-09-01,Drama,,,7
앙드레 류: 러브 이즈 올 어라운드,Unknown_Random,Netherlands,2023-09-12,Concert,,,3
라모나,Unknown_Random,Spain,2023-08-31,Drama,,,5
경감 매그레,Unknown_Random,France,2023-08-30,Thriller,,,6
삼총사,Unknown_Random,United Kingdom,2023-08-25,Action,,,9
모하비 다이아몬드,Unknown_Random,United States,2023-08-24,Crime,,,5
SAS: 레니게이드 인 런던,Unknown_Random,United Kingdom,2023-08-10,Action,,,3
낭만여행,Unknown_Random,South Korea,2023-08-06,Comedy,,,6
47시간: 샤크베이트,Unknown_Random,"United Kingdom, United States",2023-08-03,Thriller,,,6
피아노 프리즘,Unknown_Random,South Korea,2023-08-30,Documentary,,,6
조이 라이드,Unknown_Random,United States,2023-08-30,Comedy,10257.0,87337989.0,9
스파이 코드명 포춘,Guy Ritchie,United States,2023-08-30,Action,36397.0,338826524.0,8
더 도어 : 다섯 개의 문,"Unknown_Random, Unknown_Random, Unknown_Random",Russia,2023-08-03,Unknown_Random,,,7
몬스터 패밀리 2,Unknown_Random,United Kingdom,2023-08-02,Animation,99769.0,859293854.0,3
더 버닝 씨,Unknown_Random,Norway,2023-08-23,Unknown_Random,,,8
99번의 정사,Unknown_Random,Unknown,2023-08-24,Unknown,,,9
치치치 치킨의 비밀,"Unknown_Random, Unknown_Random",China,2023-08-24,Animation,,,7
마야 3: 숲속 왕국의 위기,Unknown_Random,Germany,2023-08-24,Animation,44822.0,370265500.0,4
에릭 클랩튼: 어크로스 24 나이츠,Unknown_Random,United Kingdom,2023-08-23,Concert,,,3
람보르기니: 전설이 된 남자,Unknown_Random,Italy,2023-08-23,Drama,,,7
아만다,Unknown_Random,Italy,2023-08-23,Drama,,,5
강변의 무코리타,Unknown_Random,Japan,2023-08-23,Drama,,,7
볼코노고프 대위 탈출하다,"Unknown_Random, Unknown_Random",Russia,2023-08-23,Thriller,,,7
학교 가는 길,Unknown_Random,South Korea,2021-05-05,Documentary,,,2
킬러의 레스토랑,Unknown_Random,United States,2023-08-17,Action,,,7
탄생,Unknown_Random,South Korea,2022-11-30,Drama,325724.0,2930747491.0,10
명색이 아프레걸,Unknown_Random,South Korea,2022-05-26,Concert,,,5
사고물건 무서운 방,Nakata Hideo,Japan,2023-08-16,Horror,,,7
그 노래,Unknown_Random,South Korea,2023-08-16,Drama,,,10
교전,Unknown_Random,United States,2023-08-16,War,,,5
메가로돈 2,Unknown_Random,United States,2023-08-15,Action,123324.0,1290341499.0,5
